"","Name","Line.1","Line.2","Town","County","Postcode"
"5896","Golden Egg & Cream Limited ","8 Little Newport Street","","London","Greater London","WC2H 7JJ"
"5897","Stanmore Golf Club","29 Gordon Avenue","","Stanmore","Greater London","HA7 2RL"
"5898","Lokkum Ltd","8 Theberton Street","","London","Greater London","N1 0QX"
"5899","TURKUOISE GROUP LTD","124-126","Green Street","London","Greater London","E7 8JQ"
"5900","Papa Johns - EDGWARE","9 Lanson House","Whitchurch Lane","Edgware","Greater London","HA8 6NL"
"5901","Papa Johns - CAMDEN","51a","Camden High Street","London","Greater London","NW1 7JH"
"5902","Papa Johns - ENFIELD","556-560 Hertford Road","","Enfield","Greater London","EN3 5ST"
"5903","Papa Johns - HARRINGAY","403 Green Lanes","","London","Greater London","N4 1EU"
"5904","Papa Johns - LONDON - Tottenham","57 White Hart Lane","","London","Greater London","N17 8HH"
"5905","Papa Johns - STOKE NEWINGTON","35 Green Lanes","","London","Greater London","N16 9BS"
"5906","Papa Johns - ENFIELD TOWN","69 Windmill Hill","","Enfield","Greater London","EN2 7AF"
"5907","Papa Johns - PALMERS GREEN","336 Green Lanes","","London","Greater London","N13 5TW"
"5908","The Hive","288 Cambridge Heath Road","","London","Greater London","E2 9DA"
"5909","AMICI MIEI 2 GO (MUSWELL HILL) LTD","7 Fortis Green Road","","London","Greater London","N10 3HP"
"5910","k's spice african restaurant ","13 Pier Road","","Erith","Greater London","DA8 1TA"
"5911","BEBS KITCHEN ","126 Acre Lane","","London","Greater London","SW2 5RJ"
"5912","Licata Pizzeria ","118 Wandsworth High Street","","London","Greater London","SW18 4JP"
"5913","Papa Johns - ANGEL","123 Upper Street","","London","Greater London","N1 1QP"
"5914","Papa Johns - HOXTON","202 Hoxton Street","","London","Greater London","N1 5LH"
"5915","Papa Johns - ARCHWAY","790 Holloway Road","","London","Greater London","N19 3JH"
"5916","Papa Johns - CANARY WHARF","Unit 2","Westward Parade Pepper Street","London","Greater London","E14 9DZ"
"5917","Bake Oclock","4 Commerce Road","","London","Greater London","N22 8ED"
"5918","Sushi Zento ","476 Muswell Hill Broadway","","London","Greater London","N10 1BT"
"5919","tashi sushi ltd","Unit 10, Boxpark Croydon","99 George Street","Croydon","Greater London","CR0 1LD"
"5920","other side fried ","3 Atlantic Road","","London","Greater London","SW9 8HX"
"5921","Popeyes","68 Longbridge Road","","Barking","Greater London","IG11 8SF"
"5922","Lal Akash Indian Restaurant","49-51","Station Way","Sutton","Greater London","SM3 8SD"
"5923","CHAMAA LIMITED","49 High Street","","Hounslow","Greater London","TW3 1RH"
"5924","AMICI MIEI 2 GO LTD","32a","Kingsland Road","London","Greater London","E2 8DA"
"5925","Hassoun Grill","91 Greenford Avenue","","London","Greater London","W7 1HA"
"5926","Conchiglia Italian  Restaurant ","125 Great Titchfield Street","","London","Greater London","W1W 6RZ"
"5927","Vedin limited","83 Lauriston Road","","London","Greater London","E9 7HJ"
"5928","Tajmahal","11a","Leigham Court Road","London","Greater London","SW16 2ND"
"5929","Tartine ","94 Tooting High Street","","London","Greater London","SW17 0RR"
"5930","Riva Bingo","St. Nicholas House","St. Nicholas Road","Sutton","Greater London","SM1 1EH"
"5931","The Nook Hampstead","43 South End Road","","London","Greater London","NW3 2PY"
"5932","Papa Johns - COULSDON","168 Brighton Road","","Coulsdon","Greater London","CR5 2NE"
"5933","Papa Johns - CLAPHAM","207 Clapham Park Road","","London","Greater London","SW4 7EX"
"5934","Papa Johns - WEST NORWOOD","479 Norwood Road","","London","Greater London","SE27 9DJ"
"5935","Papa Johns - WIMBLEDON","164 The Broadway","","London","Greater London","SW19 1RX"
"5936","Papa Johns - KENNINGTON","342 Kennington Road","","London","Greater London","SE11 4LD"
"5937","Papajohns- Streatham Hill","82 Streatham Hill","","London","Greater London","SW2 4RD"
"5938","Butter On The Bread Ltd","Flat 1","7 Enfield Road","London","Greater London","N1 5EN"
"5939","Strongroom Bar","120-124","Curtain Road","London","Greater London","EC2A 3SQ"
"5940","Thai River Restaurant","7 North Street","","Hornchurch","Greater London","RM11 1RL"
"5941","Carbon","78 Brewer Street","","London","Greater London","W1F 9TY"
"5942","Newmarket Ale House","17 York Way","","London","Greater London","N7 9QG"
"5943","Marilucia","55 Wood Street","","London","Greater London","E17 3JX"
"5944","Kenton Lane Cafe","237 Kenton Lane","","Harrow","Greater London","HA3 8RP"
"5945","West Kebab","123b","Harlington Road West","Feltham","Greater London","TW14 0JG"
"5946","Papa Johns - ALDGATE","6 Cable Street","","London","Greater London","E1 8JG"
"5947","Papa Johns - BARKINGSIDE","27 High Street","Barkingside","Ilford","Greater London","IG6 2AW"
"5948","Papa Johns - BATTERSEA","344 Battersea Park Road","","London","Greater London","SW11 3BY"
"5949","Papa Johns - FULHAM","63 Walham Grove","","London","Greater London","SW6 1QR"
"5950","Papa Johns - MAIDA VALE","358 Harrow Road","","London","Greater London","W9 2HT"
"5951","Papa Johns - SOUTHFIELDS","Ground Floor Shop","413 Durnsford Road","London","Greater London","SW19 8EE"
"5952","Papa Johns - WALTHAMSTOW","724 Lea Bridge Road","","London","Greater London","E10 6AW"
"5953","Lovegrub","83 Lansdowne Way","","London","Greater London","SW8 2PB"
"5954","the chefs table","101-103","Prince of Wales Drive","London","Greater London","SW8 4BL"
"5955","Bad Food Limited","Basement and Ground Floor","58 Stoke Newington High Street","London","Greater London","N16 7PB"
"5956","Big gun","367 Uxbridge Road","","London","Greater London","W3 9RH"
"5957","Chop Chop Noodle Bar","56 Uxbridge Road","","London","Greater London","W12 8LP"
"5958","Tarantino LTD","51 High Street","","Hornchurch","Greater London","RM11 1TP"
"5959","mezza me","432 Coldharbour Lane","","London","Greater London","SW9 8LG"
"5960","LILY JASMINE","25 Camden Passage","","London","Greater London","N1 8EA"
"5961","Age Exchange","11 Blackheath Village","","London","Greater London","SE3 9LA"
"5962","Triple Two Coffee","38 Royal Crest Avenue","Silvertown","London","Greater London","E16 2TF"
"5963","The Guildford Arms","55 Guildford Grove","","London","Greater London","SE10 8JY"
"5964","Jijigo Korean BBQ Restaurant","126 King's Cross Road","","London","Greater London","WC1X 9DS"
"5965","Daebak Korean Restaurant","316 Kennington Lane","","London","Greater London","SE11 5HY"
"5966","YU HUA LOU LIMITED","179 Streatham High Road","","London","Greater London","SW16 6EG"
"5967","Mari Deli& Dining","1a","Eyot Gardens","London","Greater London","W6 9TN"
"5968","TASTE OF GREECE LIMITED","59 Marchmont Street","","London","Greater London","WC1N 1AP"
"5969","Bento Bab (Commercial Street)","6 Commercial Street","","London","Greater London","E1 6LP"
"5970","Twelves and Eights ","5 Ram Passage","","Kingston upon Thames","Greater London","KT1 1HH"
"5971","Twelves and Eights ","Unit S25, Pop Brixton","49 Brixton Station Road","London","Greater London","SW9 8PQ"
"5972","Bento Bab (Hooper Street)","12 Hooper Street","","London","Greater London","E1 8BP"
"5973","The Bentley Hotel","27-33","Harrington Gardens","London","Greater London","SW7 4JX"
"5974","Moulin rouge cafe","12 Castle Street","","Kingston upon Thames","Greater London","KT1 1SS"
"5975","DADDY'S JAPAN SOUL FOOD","97 Lower Marsh","","London","Greater London","SE1 7AB"
"5976","Zipbab","51 Red Lion Street","","London","Greater London","WC1R 4PF"
"5977","IL Preferito","196 Kingston Road","","Teddington","Greater London","TW11 9JD"
"5978","Washington Mayfair Hotel","5 Curzon Street","","London","Greater London","W1J 5HE"
"5979","Dodam Korea","131-133","Central Street","London","Greater London","EC1V 8AP"
"5980","Gold Mine Restaurant","100-102","Queensway","London","Greater London","W2 3RR"
"5981","Nurjenna","86 Chase Side","","Southgate","Greater London","N14 5PH"
"5982","Filtr by Coromandel Coast","53 Limpsfield Road","","South Croydon","Greater London","CR2 9LB"
"5983","Oz umut ocakbasi ","428 Hertford Road","","London","Greater London","N9 8AA"
"5984","ksr bakers uk ltd t/a cakes & bakes","59 High Street","Barkingside","Ilford","Greater London","IG6 2AD"
"5985","L'Amandine","5 Parkleys Parade Upper Ham Road","","Richmond","Greater London","TW10 5LF"
"5986","L'Amandine","200 Kingston Road","","Teddington","Greater London","TW11 9JD"
"5987","Chairs & Coffee","512 Fulham Road","","London","Greater London","SW6 5NJ"
"5988","Ko Coffee Ltd","Basement and Ground Floors","258 Pentonville Road","London","Greater London","N1 9JY"
"5989","fornus ","55 Frith Street","","London","Greater London","W1D 4SJ"
"5990","Witch Cafe/ Dorota Staniak","49 High Road","","London","Greater London","NW10 2TE"
"5991","Agra Restaurant (Surbiton) Limited","142 Ewell Road","","Surbiton","Greater London","KT6 6HE"
"5992","HOME BENTO","2 Park Road","","New Malden","Greater London","KT3 5AF"
"5993","Shaon Restaurant","109 High Street","","Chislehurst","Greater London","BR7 5AG"
"5994","Apollo Banana Leaf","190 Tooting High Street","","London","Greater London","SW17 0SF"
"5995","Pizzadelique ","1-3 Chatterton Road","Islington","London","Greater London","N4 2EA"
"5996","TANAKATSU","10 Wakley Street","","London","Greater London","EC1V 7LT"
"5997","Sultan Kitchen","254 Hoe Street","","London","Greater London","E17 3AX"
"5998","Bun Cha Cafe","Ground Floor Shop","49 Exmouth Market","London","Greater London","EC1R 4QL"
"5999","Tziganos","17 Montpelier Vale","","London","Greater London","SE3 0TA"
"6000","RG Dim Sum Ltd t/as Royal China One 68 Dim Sum","F10 Unit C","399 Edgware Road","London","Greater London","NW9 0FH"
"6001","Creams ealing","37 New Broadway","","London","Greater London","W5 5AH"
"6002","Coffee Berry","3a","Barnsbury Road","London","Greater London","N1 0HG"
"6003","HENNY PENNY PERI PERI LTD","275 Staines Road","","Hounslow","Greater London","TW3 3JJ"
"6004","3 Mien","64 Middlesex Street","","London","Greater London","E1 7EZ"
"6005","Sheikhan Restaurant","256-258","Kingsbury Road","London","Greater London","NW9 0BT"
"6006","EQ II Ltd","R7 14-18","Handyside Street","London","Greater London","N1C 4DN"
"6007","Wings London","22 Boston Parade Boston Road","","London","Greater London","W7 2DG"
"6008","SUNSHINE HUMMUS ","Camden (buck Street) Market","192-198 Camden High Street","London","Greater London","NW1 8QP"
"6009","Zelaa Limited ","192a","Rye Lane","London","Greater London","SE15 4NF"
"6010","El Bandido Limited","13 Wembley Hill Road","","Wembley","Greater London","HA9 8AF"
"6011","New Galito's Piri Piri","6 Morden Court Parade London Road","","Morden","Greater London","SM4 5HJ"
"6012","Zirve ocakbasi","740 Hertford Road","","Enfield","Greater London","EN3 6PR"
"6013","Yotel Clerkenwell ","100 Clerkenwell Road","","London","Greater London","EC1M 5RJ"
"6014","ASMARA RESTAURANT","386 Coldharbour Lane","","London","Greater London","SW9 8LF"
"6015","Clean Hearts Cafe","52 Commercial Road","","London","Greater London","E1 1LP"
"6016","Joëlle’s of Chislehurst","37 High Street","","Chislehurst","Greater London","BR7 5AE"
"6017","epa catering ltd.","377 Caledonian Road","","London","Greater London","N7 9DQ"
"6018","Albertini Restaurant","16-20","Chalton Street","London","Greater London","NW1 1JH"
"6019","1917chillcafe","19 Widmore Road","","Bromley","Greater London","BR1 1RL"
"6020","Royal Grill Cafe","5 Old Dover Road","","London","Greater London","SE3 7BT"
"6021","Daniel R Ltd t/a Gino's Restaurant","6-8","Upper Green East","Mitcham","Greater London","CR4 2PA"
"6022","Ginger and Mint","11 Park Road","","London","Greater London","N8 8TE"
"6023","Fresh Ground London Church of the Nazarene ","68 Battersea Rise","","London","Greater London","SW11 1EQ"
"6024","Swallow Coffee Shop","75 Goldhawk Road","","London","Greater London","W12 8EG"
"6025","Mala Indian KItchen and Bar","37 Westferry Circus","","London","Greater London","E14 8RR"
"6026","Bank House Chislehurst","11 High Street","","Chislehurst","Greater London","BR7 5AB"
"6027","KAS CATERING LIMITED","Mill Hill Golf Club","Barnet Way","London","Greater London","NW7 3AL"
"6028","SPICE LAND ","212 London Road","","Croydon","Greater London","CR0 2TE"
"6029","pizza town london ltd","561 Longbridge Road","","Barking","Greater London","IG11 9BZ"
"6030","La Meena Cafe","First Floor","9 Craven Terrace","London","Greater London","W2 3QD"
"6031","COCO CORNER","389 Station Road","","Harrow","Greater London","HA1 2AT"
"6032","Rose Vegetarian","532-534","Kingsbury Road","London","Greater London","NW9 9HH"
"6033","Spasso Restaurant","61 Walm Lane","","London","Greater London","NW2 4QR"
"6034","MADONNA HALLEY'S HOTEL","88 Whitchurch Lane","","Edgware","Greater London","HA8 6QN"
"6035","The Olive Restaurant / Enfes Limited","25-27","Kirkdale Road","London","Greater London","E11 1HP"
"6036","322 LAVENDER GARDEN LIMITED","322 Kilburn Lane","","London","Greater London","W9 3EF"
"6037","The Calabash Restaurant  & Bar","135-137","Trafalgar Road","London","Greater London","SE10 9TX"
"6038","MOLO","42 Newington Causeway","","London","Greater London","SE1 6DR"
"6039","Ceviche","Basement and Ground Floor","17 Frith Street","London","Greater London","W1D 4RG"
"6040","PIZZA DAL MAESTRO LTD","9 Market Parade Forest Road","","London","Greater London","E17 6DY"
"6041","La Rocca","43-47","Old Church Road","London","Greater London","E4 6SJ"
"6042","ABETTA LIMITED AKBAR RESTAURANT","54 Richmond Road","","Kingston upon Thames","Greater London","KT2 5EH"
"6043","Caffe Luna","Ground Floor","237 Gipsy Road","London","Greater London","SE27 9QY"
"6044","Appleyard","161 Station Road","","Sidcup","Greater London","DA15 7AA"
"6045","Cuore Food From The Earth Limited","278 Broadway","","Bexleyheath","Greater London","DA6 8BE"
"6046","Al Mirage Restaurant","215 Upper Tooting Road","","London","Greater London","SW17 7TG"
"6047","Doughnut Time - Borough High Street","55 Borough High Street","","London","Greater London","SE1 1NE"
"6048","Doughnut Time - Bond Street","Unit G7a, West One Shopping Centre","381 Oxford Street","London","Greater London","W1C 2JS"
"6049","LA CUCINA DI DAFFY","5 Crown Parade","Crown Dale","London","Greater London","SE19 3NG"
"6050","KHALID BURJ ALARAB LTD","13c","Crawford Street","London","Greater London","W1U 6BZ"
"6051","AL MESHWAR LTD","55 Church Street","","London","Greater London","NW8 8EU"
"6052","The Alma Crystal Palace","95 Church Road","","London","Greater London","SE19 2TA"
"6053","Arte Pizza LTD","129 Chase Side","","Enfield","Greater London","EN2 6NN"
"6054","MILK LONDON LTD","18-20 Bedford Hill","","London","Greater London","SW12 9RG"
"6055","Central Cafe and Restaurant ","47 St George's Walk","","Croydon","Greater London","CR0 1YL"
"6056"," The Old Dairy","35 Conway Street","","London","Greater London","W1T 6BW"
"6057","DNU LTD","12 Jerdan Place","","London","Greater London","SW6 1BH"
"6058","Cafe Fleur","198 St. Ann's Hill","","London","Greater London","SW18 2RT"
"6059","Chini Chor","86 South Road","","Southall","Greater London","UB1 1RD"
"6060","Chini Chor","348 Bath Road","","Hounslow","Greater London","TW4 7HW"
"6061","The Black Orchid Thai Cuisine","87-89","Colney Hatch Lane","London","Greater London","N10 1LR"
"6062","Perk'd Up Burger at Milroy's Spitalfields ","76 Commercial Street","","London","Greater London","E1 6LY"
"6063","Schnitzel Forever ","123 Stoke Newington Church Street","","London","Greater London","N16 0UH"
"6064","The Wet Fish Cafe","242 West End Lane","","London","Greater London","NW6 1LG"
"6065","The Black Orchid Thai Cuisine","Manor House","Friern Barnet Lane","London","Greater London","N20 0NL"
"6066","Mucci's","442 King's Road","","London","Greater London","SW10 0LQ"
"6067","Ivy House Community Pub Limited","40 Stuart Road","","London","Greater London","SE15 3BE"
"6068","oriental gourmet","123 Holloway Road","","London","Greater London","N7 8LT"
"6069","AQUARIUM PERSIAN RESTAURANT LIMITED","4 The Broadway Gunnersbury Lane","","London","Greater London","W3 8HR"
"6070","Iris & June Limited","1 Howick Place","","London","Greater London","SW1P 1WG"
"6071","Seventeen fish and chips ","17 Chestnut Grove","","London","Greater London","SW12 8JA"
"6072","Baccala","Unit B3, 194-204","Bermondsey Street","London","Greater London","SE1 3TQ"
"6073","MISO LTD","10 East Street","","Bromley","Greater London","BR1 1QX"
"6074","miso ltd","268-270","High Street","Orpington","Greater London","BR6 0NB"
"6075","Garlic & Shots","14 Frith Street","","London","Greater London","W1D 4RD"
